z_sphere_mm,alpha_deg,phi_deg,Fx_B0_raw_mN,Fx_B1_raw_mN,Fx_B2_raw_mN,Fx_hold_corr_mN,DeltaFx_ball_mN,Fx_total_corr_mN,Fy_total_corr_mN,Fz_total_corr_mN,elements,DOF,min_quality,same_mesh_verified,status
108.000000000,-20.0000000000,241.200000000,-0.0781216578110,-0.206344132274,-0.258919731738,-0.128222474463,-0.0525755994638,-0.180798073927,0.0184886753433,0.160196242851,871851,1163671,0.213700000000,true,SUCCESS
108.000000000,-20.0000000000,244.800000000,-0.0781216578110,-0.206344132274,-0.261833142681,-0.128222474463,-0.0554890104070,-0.183711484870,0.0162916528082,0.163974977907,871851,1163671,0.213700000000,true,SUCCESS
108.000000000,-20.0000000000,248.400000000,-0.0781216578110,-0.206344132274,-0.264380831610,-0.128222474463,-0.0580366993358,-0.186259173799,0.0140300800205,0.167281409369,871851,1163671,0.213700000000,true,SUCCESS
108.000000000,-20.0000000000,252.000000000,-0.0781216578110,-0.206344132274,-0.266552750570,-0.128222474463,-0.0602086182954,-0.188431092759,0.0117128906685,0.170102462149,871851,1163671,0.213700000000,true,SUCCESS
108.000000000,-20.0000000000,255.600000000,-0.0781216578110,-0.206344132274,-0.268340335442,-0.128222474463,-0.0619962031679,-0.190218677631,0.00934923853161,0.172426986616,871851,1163671,0.213700000000,true,SUCCESS
108.000000000,-20.0000000000,259.200000000,-0.0781216578110,-0.206344132274,-0.269736535818,-0.128222474463,-0.0633924035440,-0.191614878007,0.00694846185565,0.174245788402,871851,1163671,0.213700000000,true,SUCCESS
108.000000000,-20.0000000000,262.800000000,-0.0781216578110,-0.206344132274,-0.270735845989,-0.128222474463,-0.0643917137151,-0.192614188178,0.00452004579553,0.175551677290,871851,1163671,0.213700000000,true,SUCCESS
108.000000000,-20.0000000000,266.400000000,-0.0781216578110,-0.206344132274,-0.271334324890,-0.128222474463,-0.0649901926161,-0.193212667079,0.00207358510910,0.176339489269,871851,1163671,0.213700000000,true,SUCCESS
108.000000000,-20.0000000000,270.000000000,-0.0781216578110,-0.206344132274,-0.271529612410,-0.128222474463,-0.0651854801357,-0.193407954599,-0.000381254019138,0.176606110121,871851,1163671,0.213700000000,true,SUCCESS
108.000000000,-20.0000000000,273.600000000,-0.0781216578110,-0.206344132274,-0.271320939023,-0.128222474463,-0.0649768067488,-0.193199281212,-0.00283477237184,0.176350489106,871851,1163671,0.213700000000,true,SUCCESS
108.000000000,-20.0000000000,277.200000000,-0.0781216578110,-0.206344132274,-0.270709126570,-0.128222474463,-0.0643649942960,-0.192587468759,-0.00527727573900,0.175573634578,871851,1163671,0.213700000000,true,SUCCESS
108.000000000,-20.0000000000,280.800000000,-0.0781216578110,-0.206344132274,-0.269696587384,-0.128222474463,-0.0633524551094,-0.191574929572,-0.00769911378206,0.174278618916,871851,1163671,0.213700000000,true,SUCCESS
108.000000000,-20.0000000000,284.400000000,-0.0781216578110,-0.206344132274,-0.268287314230,-0.128222474463,-0.0619431819562,-0.190165656419,-0.0100907181881,0.172470564130,871851,1163671,0.213700000000,true,SUCCESS
108.000000000,-20.0000000000,288.000000000,-0.0781216578110,-0.206344132274,-0.266486863948,-0.128222474463,-0.0601427316743,-0.188365206137,-0.0124426404724,0.170156618960,871851,1163671,0.213700000000,true,SUCCESS
108.000000000,-20.0000000000,291.600000000,-0.0781216578110,-0.206344132274,-0.264302338155,-0.128222474463,-0.0579582058813,-0.186180680344,-0.0147455899163,0.167345940177,871851,1163671,0.213700000000,true,SUCCESS
108.000000000,-20.0000000000,295.200000000,-0.0781216578110,-0.206344132274,-0.261742348146,-0.128222474463,-0.0553982158716,-0.183620690335,-0.0169904689930,0.164049629002,871851,1163671,0.213700000000,true,SUCCESS
108.000000000,-20.0000000000,298.800000000,-0.0781216578110,-0.206344132274,-0.258816992239,-0.128222474463,-0.0524728599650,-0.180695334428,-0.0191684115744,0.160280729498,871851,1163671,0.213700000000,true,SUCCESS
108.000000000,-20.0000000000,302.400000000,-0.0781216578110,-0.206344132274,-0.255537804782,-0.128222474463,-0.0491936725078,-0.177416146971,-0.0212708158402,0.156054134040,871851,1163671,0.213700000000,true,SUCCESS
108.000000000,-20.0000000000,306.000000000,-0.0781216578110,-0.206344132274,-0.251917720297,-0.128222474463,-0.0455735880230,-0.173796062486,-0.0232893801997,0.151386560222,871851,1163671,0.213700000000,true,SUCCESS
108.000000000,-20.0000000000,309.600000000,-0.0781216578110,-0.206344132274,-0.247971013953,-0.128222474463,-0.0416268816784,-0.169849356142,-0.0252161344112,0.146296451776,871851,1163671,0.213700000000,true,SUCCESS
108.000000000,-20.0000000000,313.200000000,-0.0781216578110,-0.206344132274,-0.243713251676,-0.128222474463,-0.0373691194021,-0.165591593865,-0.0270434723503,0.140803929151,871851,1163671,0.213700000000,true,SUCCESS
108.000000000,-20.0000000000,316.800000000,-0.0781216578110,-0.206344132274,-0.239161226873,-0.128222474463,-0.0328170945993,-0.161039569062,-0.0287641816633,0.134930701980,871851,1163671,0.213700000000,true,SUCCESS
